gene_id,annotation
group_0134_genome_011_0,hypothetical protein
group_0134_genome_012_0,hypothetical protein
group_0134_genome_013_0,hypothetical protein
group_0134_genome_015_0,hypothetical protein
group_0134_genome_015_1,hypothetical protein
group_0134_genome_017_0,hypothetical protein
group_0134_genome_021_0,hypothetical protein
group_0134_genome_022_0,hypothetical protein
group_0134_genome_023_0,hypothetical protein
group_0134_genome_025_0,hypothetical protein
group_0134_genome_027_0,hypothetical protein
group_0134_genome_030_0,hypothetical protein
group_0135_genome_001_0,flagellar protein
group_0135_genome_002_0,unknown function
group_0135_genome_003_0,flagellar protein
group_0135_genome_004_0,flagellar protein
group_0135_genome_005_0,flagellar protein
group_0135_genome_006_0,unknown function
group_0135_genome_007_0,flagellar protein
group_0135_genome_008_0,flagellar protein
group_0135_genome_009_0,flagellar protein
group_0135_genome_010_0,flagellar protein
group_0135_genome_011_0,flagellar protein
group_0135_genome_012_0,flagellar protein
group_0135_genome_013_0,flagellar protein
group_0135_genome_014_0,flagellar protein
group_0135_genome_015_0,flagellar protein
group_0135_genome_017_0,flagellar protein
group_0135_genome_018_0,unknown function
group_0135_genome_019_0,flagellar protein
group_0135_genome_020_0,flagellar protein
group_0135_genome_021_0,flagellar protein
group_0135_genome_022_0,flagellar protein
group_0135_genome_023_0,flagellar protein
group_0135_genome_024_0,flagellar protein
group_0135_genome_025_0,flagellar protein
group_0135_genome_026_0,flagellar protein
group_0135_genome_027_0,flagellar protein
group_0135_genome_028_0,flagellar protein
group_0135_genome_029_0,flagellar protein
group_0135_genome_030_0,flagellar protein
group_0137_genome_011_0,efflux pump
group_0137_genome_018_0,efflux pump
group_0137_genome_026_0,efflux pump
group_0137_genome_027_0,efflux pump
group_0138_genome_002_0,DNA polymerase
group_0138_genome_003_0,DNA polymerase
group_0138_genome_004_0,DNA polymerase
group_0138_genome_005_0,DNA polymerase
group_0138_genome_006_0,DNA polymerase
group_0138_genome_007_0,DNA polymerase
group_0138_genome_008_0,DNA polymerase
group_0138_genome_009_0,DNA polymerase
group_0138_genome_010_0,DNA polymerase
group_0138_genome_011_0,DNA polymerase
group_0138_genome_012_0,DNA polymerase
group_0138_genome_013_0,unknown function
group_0138_genome_014_0,DNA polymerase
group_0138_genome_015_0,DNA polymerase
group_0138_genome_016_0,DNA polymerase
group_0138_genome_016_1,unknown function
group_0138_genome_017_0,membrane protein
group_0138_genome_018_0,DNA polymerase
group_0138_genome_019_0,DNA polymerase
group_0138_genome_020_0,DNA polymerase
group_0138_genome_021_0,DNA polymerase
group_0138_genome_022_0,DNA polymerase
group_0138_genome_023_0,hypothetical protein
group_0138_genome_024_0,membrane protein
group_0138_genome_025_0,hypothetical protein
group_0138_genome_026_0,DNA polymerase
group_0138_genome_027_0,DNA polymerase
group_0138_genome_028_0,DNA polymerase
group_0138_genome_029_0,DNA polymerase
group_0138_genome_030_0,DNA polymerase
group_0139_genome_001_0,hypothetical protein
group_0139_genome_003_0,hypothetical protein
group_0139_genome_004_0,hypothetical protein
group_0139_genome_005_0,hypothetical protein
group_0139_genome_006_0,hypothetical protein
group_0139_genome_007_0,hypothetical protein
group_0139_genome_008_0,hypothetical protein
group_0139_genome_009_0,hypothetical protein
group_0139_genome_010_0,membrane protein
group_0139_genome_011_0,hypothetical protein
group_0139_genome_012_0,membrane protein
group_0139_genome_013_0,hypothetical protein
group_0139_genome_014_0,hypothetical protein
group_0139_genome_015_0,hypothetical protein
group_0139_genome_016_0,hypothetical protein
group_0139_genome_017_0,hypothetical protein
group_0139_genome_018_0,hypothetical protein
group_0139_genome_018_1,unknown function
group_0139_genome_019_0,hypothetical protein
group_0139_genome_020_0,hypothetical protein
group_0139_genome_021_0,hypothetical protein
group_0139_genome_022_0,hypothetical protein
group_0139_genome_023_0,hypothetical protein
group_0139_genome_024_0,hypothetical protein
group_0139_genome_025_0,membrane protein
group_0139_genome_027_0,hypothetical protein
group_0139_genome_028_0,hypothetical protein
group_0139_genome_029_0,hypothetical protein
group_0139_genome_030_0,hypothetical protein
group_0140_genome_001_0,flagellar protein
group_0140_genome_001_1,unknown function
group_0140_genome_002_0,flagellar protein
group_0140_genome_003_0,flagellar protein
group_0140_genome_004_0,flagellar protein
group_0140_genome_005_0,flagellar protein
group_0140_genome_006_0,flagellar protein
group_0140_genome_007_0,flagellar protein
group_0140_genome_008_0,membrane protein
group_0140_genome_009_0,flagellar protein
group_0140_genome_010_0,flagellar protein
group_0140_genome_011_0,flagellar protein
group_0140_genome_012_0,flagellar protein
group_0140_genome_013_0,flagellar protein
group_0140_genome_014_0,flagellar protein
group_0140_genome_015_0,unknown function
group_0140_genome_016_0,flagellar protein
group_0140_genome_017_0,flagellar protein
group_0140_genome_018_0,flagellar protein
group_0140_genome_019_0,flagellar protein
group_0140_genome_020_0,hypothetical protein
group_0140_genome_021_0,flagellar protein
group_0140_genome_022_0,membrane protein
group_0140_genome_023_0,hypothetical protein
group_0140_genome_024_0,flagellar protein
group_0140_genome_025_0,unknown function
group_0140_genome_026_0,flagellar protein
group_0140_genome_027_0,flagellar protein
group_0140_genome_028_0,flagellar protein
group_0140_genome_029_0,flagellar protein
group_0140_genome_030_0,flagellar protein
group_0141_genome_001_0,beta-lactamase
group_0141_genome_002_0,membrane protein
group_0141_genome_003_0,beta-lactamase
group_0141_genome_004_0,beta-lactamase
group_0141_genome_005_0,membrane protein
group_0141_genome_006_0,beta-lactamase
group_0141_genome_007_0,beta-lactamase
group_0141_genome_008_0,beta-lactamase
group_0141_genome_009_0,beta-lactamase
group_0141_genome_010_0,beta-lactamase
group_0141_genome_011_0,membrane protein
group_0141_genome_012_0,beta-lactamase
group_0141_genome_013_0,beta-lactamase
group_0141_genome_014_0,beta-lactamase
group_0141_genome_015_0,beta-lactamase
group_0141_genome_016_0,beta-lactamase
group_0141_genome_017_0,membrane protein
group_0141_genome_018_0,beta-lactamase
group_0141_genome_019_0,beta-lactamase
group_0141_genome_020_0,beta-lactamase
group_0141_genome_021_0,beta-lactamase
group_0141_genome_022_0,beta-lactamase
group_0141_genome_023_0,hypothetical protein
group_0141_genome_024_0,beta-lactamase
group_0141_genome_025_0,beta-lactamase
group_0141_genome_026_0,beta-lactamase
group_0141_genome_027_0,beta-lactamase
group_0141_genome_028_0,beta-lactamase
group_0141_genome_029_0,beta-lactamase
group_0141_genome_030_0,beta-lactamase
group_0141_genome_030_1,beta-lactamase
group_0142_genome_001_0,membrane transporter
group_0142_genome_001_1,membrane transporter
group_0142_genome_003_0,membrane protein
group_0142_genome_005_0,hypothetical protein
group_0142_genome_006_0,membrane transporter
group_0142_genome_008_0,membrane transporter
group_0142_genome_009_0,membrane transporter
group_0142_genome_010_0,membrane transporter
group_0142_genome_012_0,membrane transporter
group_0142_genome_013_0,membrane transporter
group_0142_genome_014_0,membrane transporter
group_0142_genome_015_0,membrane transporter
group_0142_genome_016_0,membrane transporter
group_0142_genome_017_0,membrane transporter
group_0142_genome_019_0,membrane transporter
group_0142_genome_020_0,membrane transporter
group_0142_genome_022_0,membrane transporter
group_0142_genome_023_0,membrane protein
group_0142_genome_025_0,membrane transporter
group_0142_genome_027_0,hypothetical protein
group_0142_genome_028_0,membrane transporter
group_0142_genome_029_0,unknown function
group_0143_genome_001_0,hypothetical protein
group_0143_genome_002_0,unknown function
group_0143_genome_003_0,hypothetical protein
group_0143_genome_004_0,hypothetical protein
group_0143_genome_005_0,hypothetical protein
group_0143_genome_006_0,hypothetical protein
group_0143_genome_007_0,hypothetical protein
group_0143_genome_008_0,hypothetical protein
group_0143_genome_009_0,hypothetical protein
group_0143_genome_010_0,hypothetical protein
group_0143_genome_011_0,unknown function
group_0143_genome_011_1,hypothetical protein
group_0143_genome_012_0,hypothetical protein
group_0143_genome_013_0,hypothetical protein
group_0143_genome_014_0,hypothetical protein
group_0143_genome_015_0,hypothetical protein
group_0143_genome_015_1,hypothetical protein
group_0143_genome_016_0,hypothetical protein
group_0143_genome_017_0,hypothetical protein
group_0143_genome_018_0,hypothetical protein
group_0143_genome_019_0,hypothetical protein
group_0143_genome_020_0,unknown function
group_0143_genome_021_0,hypothetical protein
group_0143_genome_022_0,hypothetical protein
group_0143_genome_024_0,hypothetical protein
group_0143_genome_025_0,hypothetical protein
group_0143_genome_026_0,hypothetical protein
group_0143_genome_027_0,hypothetical protein
group_0143_genome_028_0,hypothetical protein
group_0143_genome_030_0,hypothetical protein
group_0145_genome_001_0,flagellar protein
group_0145_genome_002_0,flagellar protein
group_0145_genome_003_0,flagellar protein
group_0145_genome_004_0,flagellar protein
group_0145_genome_005_0,flagellar protein
group_0145_genome_006_0,flagellar protein
group_0145_genome_007_0,flagellar protein
group_0145_genome_008_0,membrane protein
group_0145_genome_009_0,flagellar protein
group_0145_genome_010_0,flagellar protein
group_0145_genome_011_0,flagellar protein
group_0145_genome_012_0,flagellar protein
group_0145_genome_013_0,flagellar protein
group_0145_genome_014_0,hypothetical protein
group_0145_genome_015_0,flagellar protein
group_0145_genome_016_0,flagellar protein
group_0145_genome_017_0,membrane protein
group_0145_genome_018_0,hypothetical protein
group_0145_genome_019_0,flagellar protein
group_0145_genome_020_0,flagellar protein
group_0145_genome_021_0,flagellar protein
group_0145_genome_022_0,flagellar protein
group_0145_genome_023_0,flagellar protein
group_0145_genome_024_0,flagellar protein
group_0145_genome_025_0,flagellar protein
group_0145_genome_027_0,flagellar protein
group_0145_genome_028_0,membrane protein
group_0145_genome_028_1,flagellar protein
group_0145_genome_029_0,flagellar protein
group_0145_genome_030_0,flagellar protein
group_0146_genome_001_0,flagellar protein
group_0146_genome_002_0,flagellar protein
group_0146_genome_003_0,flagellar protein
group_0146_genome_004_0,flagellar protein
group_0146_genome_005_0,flagellar protein
group_0146_genome_006_0,flagellar protein
group_0146_genome_007_0,flagellar protein
group_0146_genome_008_0,flagellar protein
group_0146_genome_009_0,flagellar protein
group_0146_genome_010_0,hypothetical protein
group_0146_genome_010_1,flagellar protein
group_0146_genome_011_0,flagellar protein
group_0146_genome_012_0,flagellar protein
group_0146_genome_013_0,membrane protein
group_0146_genome_014_0,flagellar protein
group_0146_genome_015_0,flagellar protein
group_0146_genome_015_1,flagellar protein
group_0146_genome_016_0,flagellar protein
group_0146_genome_017_0,membrane protein
group_0146_genome_018_0,flagellar protein
group_0146_genome_019_0,flagellar protein
group_0146_genome_020_0,flagellar protein
group_0146_genome_021_0,flagellar protein
group_0146_genome_022_0,hypothetical protein
group_0146_genome_023_0,flagellar protein
group_0146_genome_024_0,flagellar protein
group_0146_genome_025_0,unknown function
group_0146_genome_026_0,flagellar protein
group_0146_genome_027_0,flagellar protein
group_0146_genome_028_0,flagellar protein
group_0146_genome_029_0,flagellar protein
group_0146_genome_030_0,flagellar protein
group_0147_genome_001_0,unknown function
group_0147_genome_001_1,efflux pump
group_0147_genome_002_0,efflux pump
group_0147_genome_003_0,efflux pump
group_0147_genome_004_0,efflux pump
group_0147_genome_005_0,efflux pump
group_0147_genome_006_0,efflux pump
group_0147_genome_007_0,efflux pump
group_0147_genome_008_0,efflux pump
group_0147_genome_009_0,hypothetical protein
group_0147_genome_010_0,hypothetical protein
group_0147_genome_011_0,membrane protein
group_0147_genome_012_0,efflux pump
group_0147_genome_013_0,efflux pump
group_0147_genome_014_0,efflux pump
group_0147_genome_015_0,efflux pump
group_0147_genome_016_0,efflux pump
group_0147_genome_017_0,membrane protein
group_0147_genome_018_0,efflux pump
group_0147_genome_019_0,efflux pump
group_0147_genome_020_0,efflux pump
group_0147_genome_021_0,efflux pump
group_0147_genome_022_0,hypothetical protein
group_0147_genome_023_0,efflux pump
group_0147_genome_024_0,efflux pump
group_0147_genome_025_0,efflux pump
group_0147_genome_026_0,hypothetical protein
group_0147_genome_027_0,efflux pump
group_0147_genome_028_0,efflux pump
group_0147_genome_029_0,efflux pump
group_0147_genome_030_0,efflux pump
group_0148_genome_001_0,hypothetical protein
group_0148_genome_002_0,hypothetical protein
group_0148_genome_003_0,hypothetical protein
group_0148_genome_004_0,hypothetical protein
group_0148_genome_005_0,hypothetical protein
group_0148_genome_006_0,membrane protein
group_0148_genome_007_0,hypothetical protein
group_0148_genome_008_0,unknown function
group_0148_genome_009_0,hypothetical protein
group_0148_genome_010_0,unknown function
group_0148_genome_011_0,hypothetical protein
group_0148_genome_012_0,hypothetical protein
group_0148_genome_013_0,hypothetical protein
group_0148_genome_014_0,hypothetical protein
group_0148_genome_015_0,hypothetical protein
group_0148_genome_016_0,hypothetical protein
group_0148_genome_017_0,membrane protein
group_0148_genome_018_0,hypothetical protein
group_0148_genome_019_0,unknown function
group_0148_genome_020_0,hypothetical protein
group_0148_genome_021_0,hypothetical protein
group_0148_genome_022_0,hypothetical protein
group_0148_genome_023_0,membrane protein
group_0148_genome_024_0,hypothetical protein
group_0148_genome_025_0,hypothetical protein
group_0148_genome_026_0,hypothetical protein
group_0148_genome_027_0,hypothetical protein
group_0148_genome_028_0,hypothetical protein
group_0148_genome_029_0,hypothetical protein
group_0148_genome_030_0,unknown function
group_0149_genome_001_0,flagellar protein
group_0149_genome_002_0,flagellar protein
group_0149_genome_003_0,flagellar protein
group_0149_genome_004_0,hypothetical protein
group_0149_genome_005_0,flagellar protein
group_0149_genome_006_0,flagellar protein
group_0149_genome_007_0,flagellar protein
group_0149_genome_008_0,hypothetical protein
group_0149_genome_009_0,flagellar protein
group_0149_genome_010_0,flagellar protein
group_0149_genome_011_0,flagellar protein
group_0149_genome_012_0,flagellar protein
group_0149_genome_013_0,flagellar protein
group_0149_genome_014_0,flagellar protein
group_0149_genome_015_0,flagellar protein
group_0149_genome_016_0,flagellar protein
group_0149_genome_017_0,flagellar protein
group_0149_genome_018_0,flagellar protein
group_0149_genome_019_0,flagellar protein
group_0149_genome_021_0,unknown function
group_0149_genome_022_0,flagellar protein
group_0149_genome_024_0,flagellar protein
group_0149_genome_026_0,flagellar protein
group_0149_genome_027_0,flagellar protein
group_0149_genome_028_0,flagellar protein
group_0149_genome_029_0,flagellar protein
group_0149_genome_030_0,flagellar protein
group_0150_genome_002_0,virulence factor
group_0150_genome_003_0,virulence factor
group_0150_genome_003_1,membrane protein
group_0150_genome_005_0,virulence factor
group_0150_genome_006_0,virulence factor
group_0150_genome_007_0,virulence factor
group_0150_genome_008_0,virulence factor
group_0150_genome_009_0,virulence factor
group_0150_genome_010_0,virulence factor
group_0150_genome_012_0,virulence factor
group_0150_genome_013_0,virulence factor
group_0150_genome_015_0,virulence factor
group_0150_genome_016_0,virulence factor
group_0150_genome_018_0,virulence factor
group_0150_genome_019_0,membrane protein
group_0150_genome_020_0,virulence factor
group_0150_genome_024_0,virulence factor
group_0150_genome_025_0,virulence factor
group_0150_genome_027_0,virulence factor
group_0150_genome_029_0,virulence factor
group_0151_genome_001_0,hypothetical protein
group_0151_genome_002_0,hypothetical protein
group_0151_genome_003_0,hypothetical protein
group_0151_genome_004_0,hypothetical protein
group_0151_genome_005_0,unknown function
group_0151_genome_006_0,hypothetical protein
group_0151_genome_007_0,hypothetical protein
group_0151_genome_008_0,hypothetical protein
group_0151_genome_009_0,hypothetical protein
group_0151_genome_010_0,hypothetical protein
group_0151_genome_011_0,hypothetical protein
group_0151_genome_012_0,unknown function
group_0151_genome_013_0,hypothetical protein
group_0151_genome_014_0,hypothetical protein
group_0151_genome_015_0,hypothetical protein
group_0151_genome_016_0,hypothetical protein
group_0151_genome_017_0,hypothetical protein
group_0151_genome_018_0,hypothetical protein
group_0151_genome_019_0,hypothetical protein
group_0151_genome_020_0,hypothetical protein
group_0151_genome_021_0,hypothetical protein
group_0151_genome_022_0,hypothetical protein
group_0151_genome_023_0,hypothetical protein
group_0151_genome_024_0,hypothetical protein
group_0151_genome_025_0,hypothetical protein
group_0151_genome_027_0,unknown function
group_0151_genome_028_0,hypothetical protein
group_0151_genome_029_0,hypothetical protein
group_0151_genome_030_0,hypothetical protein
group_0152_genome_001_0,hypothetical protein
group_0152_genome_002_0,hypothetical protein
group_0152_genome_003_0,membrane protein
group_0152_genome_004_0,hypothetical protein
group_0152_genome_005_0,hypothetical protein
group_0152_genome_006_0,hypothetical protein
group_0152_genome_007_0,hypothetical protein
group_0152_genome_008_0,hypothetical protein
group_0152_genome_009_0,hypothetical protein
group_0152_genome_010_0,hypothetical protein
group_0152_genome_011_0,hypothetical protein
group_0152_genome_012_0,hypothetical protein
group_0152_genome_013_0,hypothetical protein
group_0152_genome_013_1,hypothetical protein
group_0152_genome_014_0,hypothetical protein
group_0152_genome_015_0,hypothetical protein
group_0152_genome_016_0,hypothetical protein
group_0152_genome_017_0,hypothetical protein
group_0152_genome_018_0,hypothetical protein
group_0152_genome_019_0,hypothetical protein
group_0152_genome_020_0,hypothetical protein
group_0152_genome_021_0,hypothetical protein
group_0152_genome_022_0,hypothetical protein
group_0152_genome_023_0,hypothetical protein
group_0152_genome_024_0,hypothetical protein
group_0152_genome_025_0,hypothetical protein
group_0152_genome_026_0,hypothetical protein
group_0152_genome_027_0,hypothetical protein
group_0152_genome_029_0,hypothetical protein
group_0152_genome_029_1,hypothetical protein
group_0152_genome_030_0,hypothetical protein
group_0153_genome_002_0,virulence factor
group_0153_genome_004_0,virulence factor
group_0153_genome_006_0,virulence factor
group_0153_genome_007_0,unknown function
group_0153_genome_008_0,virulence factor
group_0153_genome_009_0,virulence factor
group_0153_genome_010_0,virulence factor
group_0153_genome_013_0,membrane protein
group_0153_genome_014_0,virulence factor
group_0153_genome_015_0,unknown function
group_0153_genome_016_0,virulence factor
group_0153_genome_017_0,virulence factor
group_0153_genome_019_0,virulence factor
group_0153_genome_021_0,virulence factor
group_0153_genome_022_0,virulence factor
group_0153_genome_026_0,virulence factor
group_0153_genome_027_0,virulence factor
group_0154_genome_001_0,membrane transporter
group_0154_genome_002_0,unknown function
group_0154_genome_003_0,membrane transporter
group_0154_genome_007_0,membrane transporter
group_0154_genome_009_0,membrane transporter
group_0154_genome_011_0,unknown function
group_0154_genome_013_0,membrane protein
group_0154_genome_014_0,membrane transporter
group_0154_genome_017_0,membrane transporter
group_0154_genome_018_0,membrane transporter
group_0154_genome_019_0,membrane transporter
group_0154_genome_021_0,membrane transporter
group_0154_genome_022_0,membrane protein
group_0154_genome_029_0,membrane transporter
group_0154_genome_030_0,membrane protein
group_0155_genome_001_0,unknown function
group_0155_genome_002_0,beta-lactamase
group_0155_genome_003_0,beta-lactamase
group_0155_genome_004_0,beta-lactamase
group_0155_genome_005_0,beta-lactamase
group_0155_genome_006_0,beta-lactamase
group_0155_genome_007_0,beta-lactamase
group_0155_genome_008_0,beta-lactamase
group_0155_genome_009_0,beta-lactamase
group_0155_genome_010_0,beta-lactamase
group_0155_genome_011_0,unknown function
group_0155_genome_012_0,beta-lactamase
group_0155_genome_013_0,beta-lactamase
group_0155_genome_014_0,beta-lactamase
group_0155_genome_015_0,beta-lactamase
group_0155_genome_016_0,beta-lactamase
group_0155_genome_017_0,beta-lactamase
group_0155_genome_018_0,beta-lactamase
group_0155_genome_019_0,beta-lactamase
group_0155_genome_020_0,beta-lactamase
group_0155_genome_021_0,beta-lactamase
group_0155_genome_022_0,beta-lactamase
group_0155_genome_023_0,beta-lactamase
group_0155_genome_024_0,beta-lactamase
group_0155_genome_025_0,beta-lactamase
group_0155_genome_026_0,unknown function
group_0155_genome_027_0,beta-lactamase
group_0155_genome_028_0,membrane protein
group_0155_genome_028_1,beta-lactamase
group_0155_genome_029_0,beta-lactamase
group_0155_genome_030_0,beta-lactamase
group_0156_genome_007_0,membrane protein
group_0156_genome_018_0,membrane transporter
group_0156_genome_028_0,membrane transporter
group_0157_genome_001_0,flagellar protein
group_0157_genome_002_0,flagellar protein
group_0157_genome_003_0,flagellar protein
group_0157_genome_007_0,flagellar protein
group_0157_genome_011_0,flagellar protein
group_0157_genome_012_0,flagellar protein
group_0157_genome_013_0,flagellar protein
group_0157_genome_014_0,flagellar protein
group_0157_genome_016_0,flagellar protein
group_0157_genome_019_0,flagellar protein
group_0157_genome_020_0,flagellar protein
group_0157_genome_021_0,flagellar protein
group_0157_genome_022_0,flagellar protein
group_0157_genome_024_0,unknown function
group_0157_genome_025_0,flagellar protein
group_0157_genome_027_0,flagellar protein
group_0157_genome_028_0,flagellar protein
group_0157_genome_030_0,flagellar protein
group_0158_genome_023_0,hypothetical protein
group_0159_genome_007_0,efflux pump
group_0159_genome_011_0,efflux pump
group_0160_genome_001_0,hypothetical protein
group_0160_genome_002_0,hypothetical protein
group_0160_genome_003_0,hypothetical protein
group_0160_genome_004_0,hypothetical protein
group_0160_genome_005_0,hypothetical protein
group_0160_genome_006_0,hypothetical protein
group_0160_genome_007_0,hypothetical protein
group_0160_genome_008_0,hypothetical protein
group_0160_genome_009_0,hypothetical protein
group_0160_genome_010_0,hypothetical protein
group_0160_genome_011_0,hypothetical protein
group_0160_genome_012_0,hypothetical protein
group_0160_genome_013_0,unknown function
group_0160_genome_014_0,hypothetical protein
group_0160_genome_015_0,hypothetical protein
group_0160_genome_016_0,hypothetical protein
group_0160_genome_017_0,hypothetical protein
group_0160_genome_018_0,hypothetical protein
group_0160_genome_019_0,unknown function
group_0160_genome_020_0,unknown function
group_0160_genome_021_0,hypothetical protein
group_0160_genome_022_0,hypothetical protein
group_0160_genome_023_0,hypothetical protein
group_0160_genome_024_0,membrane protein
group_0160_genome_025_0,hypothetical protein
group_0160_genome_026_0,hypothetical protein
group_0160_genome_027_0,hypothetical protein
group_0160_genome_028_0,hypothetical protein
group_0160_genome_029_0,membrane protein
group_0160_genome_030_0,hypothetical protein
group_0161_genome_001_0,DNA polymerase
group_0161_genome_002_0,DNA polymerase
group_0161_genome_003_0,DNA polymerase
group_0161_genome_004_0,DNA polymerase
group_0161_genome_005_0,DNA polymerase
group_0161_genome_005_1,DNA polymerase
group_0161_genome_006_0,DNA polymerase
group_0161_genome_007_0,DNA polymerase
group_0161_genome_008_0,DNA polymerase
group_0161_genome_009_0,DNA polymerase
group_0161_genome_010_0,DNA polymerase
group_0161_genome_011_0,DNA polymerase
group_0161_genome_012_0,membrane protein
group_0161_genome_013_0,DNA polymerase
group_0161_genome_014_0,DNA polymerase
group_0161_genome_015_0,hypothetical protein
group_0161_genome_016_0,DNA polymerase
group_0161_genome_017_0,DNA polymerase
group_0161_genome_018_0,DNA polymerase
group_0161_genome_019_0,DNA polymerase
group_0161_genome_019_1,DNA polymerase
group_0161_genome_020_0,DNA polymerase
group_0161_genome_021_0,DNA polymerase
group_0161_genome_022_0,DNA polymerase
group_0161_genome_023_0,DNA polymerase
group_0161_genome_024_0,DNA polymerase
group_0161_genome_025_0,DNA polymerase
group_0161_genome_026_0,DNA polymerase
group_0161_genome_027_0,DNA polymerase
group_0161_genome_028_0,DNA polymerase
group_0161_genome_029_0,DNA polymerase
group_0161_genome_030_0,DNA polymerase
group_0162_genome_004_0,efflux pump
group_0162_genome_007_0,efflux pump
group_0163_genome_004_0,beta-lactamase
group_0163_genome_005_0,unknown function
group_0163_genome_006_0,beta-lactamase
group_0163_genome_007_0,beta-lactamase
group_0163_genome_008_0,beta-lactamase
group_0163_genome_010_0,beta-lactamase
group_0163_genome_012_0,beta-lactamase
group_0163_genome_013_0,beta-lactamase
group_0163_genome_015_0,beta-lactamase
group_0163_genome_016_0,beta-lactamase
group_0163_genome_019_0,beta-lactamase
group_0163_genome_021_0,beta-lactamase
group_0163_genome_023_0,beta-lactamase
group_0163_genome_024_0,beta-lactamase
group_0163_genome_025_0,beta-lactamase
group_0163_genome_026_0,hypothetical protein
group_0163_genome_027_0,beta-lactamase
group_0163_genome_028_0,membrane protein
group_0163_genome_029_0,beta-lactamase
group_0164_genome_001_0,flagellar protein
group_0164_genome_002_0,flagellar protein
group_0164_genome_003_0,flagellar protein
group_0164_genome_004_0,flagellar protein
group_0164_genome_005_0,flagellar protein
group_0164_genome_006_0,flagellar protein
group_0164_genome_007_0,flagellar protein
group_0164_genome_008_0,unknown function
group_0164_genome_009_0,flagellar protein
group_0164_genome_010_0,hypothetical protein
group_0164_genome_011_0,flagellar protein
group_0164_genome_013_0,flagellar protein
group_0164_genome_014_0,flagellar protein
group_0164_genome_015_0,flagellar protein
group_0164_genome_016_0,flagellar protein
group_0164_genome_017_0,flagellar protein
group_0164_genome_018_0,flagellar protein
group_0164_genome_019_0,flagellar protein
group_0164_genome_020_0,flagellar protein
group_0164_genome_021_0,flagellar protein
group_0164_genome_022_0,flagellar protein
group_0164_genome_023_0,flagellar protein
group_0164_genome_024_0,flagellar protein
group_0164_genome_025_0,flagellar protein
group_0164_genome_026_0,flagellar protein
group_0164_genome_027_0,flagellar protein
group_0164_genome_028_0,flagellar protein
group_0164_genome_029_0,flagellar protein
group_0164_genome_030_0,hypothetical protein
group_0165_genome_003_0,hypothetical protein
group_0165_genome_005_0,hypothetical protein
group_0165_genome_006_0,hypothetical protein
group_0165_genome_007_0,hypothetical protein
group_0165_genome_009_0,hypothetical protein
group_0165_genome_010_0,hypothetical protein
group_0165_genome_011_0,hypothetical protein
group_0165_genome_013_0,hypothetical protein
group_0165_genome_014_0,hypothetical protein
group_0165_genome_016_0,hypothetical protein
group_0165_genome_017_0,membrane protein
group_0165_genome_018_0,hypothetical protein
group_0165_genome_019_0,hypothetical protein
group_0165_genome_020_0,hypothetical protein
group_0165_genome_021_0,hypothetical protein
group_0165_genome_023_0,hypothetical protein
group_0165_genome_025_0,hypothetical protein
group_0165_genome_026_0,hypothetical protein
group_0165_genome_026_1,hypothetical protein
group_0165_genome_027_0,hypothetical protein
group_0165_genome_028_0,hypothetical protein
group_0165_genome_029_0,hypothetical protein
group_0165_genome_030_0,hypothetical protein
group_0166_genome_001_0,DNA polymerase
group_0166_genome_002_0,DNA polymerase
group_0166_genome_003_0,DNA polymerase
group_0166_genome_004_0,DNA polymerase
group_0166_genome_005_0,DNA polymerase
group_0166_genome_006_0,DNA polymerase
group_0166_genome_007_0,DNA polymerase
group_0166_genome_008_0,DNA polymerase
group_0166_genome_009_0,DNA polymerase
group_0166_genome_010_0,DNA polymerase
group_0166_genome_011_0,DNA polymerase
group_0166_genome_012_0,DNA polymerase
group_0166_genome_013_0,DNA polymerase
group_0166_genome_014_0,hypothetical protein
group_0166_genome_015_0,DNA polymerase
group_0166_genome_016_0,DNA polymerase
group_0166_genome_017_0,DNA polymerase
group_0166_genome_018_0,DNA polymerase
group_0166_genome_019_0,DNA polymerase
group_0166_genome_020_0,DNA polymerase
group_0166_genome_021_0,DNA polymerase
group_0166_genome_022_0,DNA polymerase
group_0166_genome_023_0,DNA polymerase
group_0166_genome_025_0,DNA polymerase
group_0166_genome_026_0,unknown function
group_0166_genome_027_0,DNA polymerase
group_0166_genome_028_0,DNA polymerase
group_0166_genome_029_0,DNA polymerase
group_0166_genome_030_0,DNA polymerase
group_0167_genome_002_0,hypothetical protein
group_0167_genome_003_0,hypothetical protein
group_0167_genome_004_0,hypothetical protein
group_0167_genome_005_0,hypothetical protein
group_0167_genome_008_0,hypothetical protein
group_0167_genome_010_0,hypothetical protein
group_0167_genome_012_0,membrane protein
group_0167_genome_016_0,hypothetical protein
group_0167_genome_018_0,hypothetical protein
group_0167_genome_020_0,hypothetical protein
group_0167_genome_022_0,hypothetical protein
group_0167_genome_024_0,hypothetical protein
group_0167_genome_025_0,hypothetical protein
group_0167_genome_028_0,hypothetical protein
group_0168_genome_022_0,DNA polymerase
group_0168_genome_026_0,DNA polymerase
group_0169_genome_003_0,hypothetical protein
group_0169_genome_003_1,hypothetical protein
group_0169_genome_007_0,hypothetical protein
group_0169_genome_008_0,hypothetical protein
group_0169_genome_010_0,hypothetical protein
group_0169_genome_012_0,hypothetical protein
group_0169_genome_013_0,hypothetical protein
group_0169_genome_014_0,hypothetical protein
group_0169_genome_015_0,hypothetical protein
group_0169_genome_016_0,hypothetical protein
